Date,rate_BA,rate_VOO,Sector,rate_GE
2022-08-16,-13.53,-6.87,Industrials,-14.79
2022-08-17,-15.16,-7.3,Industrials,-15.61
2022-08-18,-14.66,-7.11,Industrials,-16.12
2022-08-19,-16.6,-7.96,Industrials,-17.18
2022-08-22,-17.92,-9.24,Industrials,-19.27
2022-08-23,-17.55,-9.38,Industrials,-18.32
2022-08-24,-16.36,-9.2,Industrials,-17.87
2022-08-25,-14.4,-8.33,Industrials,-16.86
2022-08-26,-16.04,-10.4,Industrials,-18.92
2022-08-29,-15.74,-10.79,Industrials,-18.36
2022-08-30,-16.82,-11.42,Industrials,-19.02
2022-08-31,-17.48,-11.87,Industrials,-20.22
2022-09-01,-19.2,-11.4,Industrials,-19.95
2022-09-02,-19.8,-11.98,Industrials,-20.41
2022-09-06,-19.62,-12.17,Industrials,-20.59
2022-09-07,-18.1,-10.9,Industrials,-19.32
2022-09-08,-17.23,-10.38,Industrials,-19.13
2022-09-09,-17.36,-9.13,Industrials,-18.86
2022-09-12,-16.79,-8.23,Industrials,-17.59
2022-09-13,-22.47,-12.01,Industrials,-22.27
2022-09-14,-21.5,-11.7,Industrials,-23.11
2022-09-15,-21.24,-12.63,Industrials,-24.28
2022-09-16,-23.98,-13.28,Industrials,-26.91
2022-09-19,-23.69,-12.65,Industrials,-26.22
2022-09-20,-23.14,-13.61,Industrials,-26.72
2022-09-21,-24.5,-15.08,Industrials,-28.18
2022-09-22,-26.84,-15.78,Industrials,-28.03
2022-09-23,-30.66,-17.14,Industrials,-28.9
2022-09-26,-32.66,-17.92,Industrials,-29.12
2022-09-27,-32.57,-18.14,Industrials,-28.99
2022-09-28,-29.5,-16.92,Industrials,-29.0
2022-09-29,-33.7,-18.62,Industrials,-30.88
2022-09-30,-35.91,-19.84,Industrials,-31.77
2022-10-03,-32.5,-17.32,Industrials,-29.18
2022-10-04,-28.63,-14.89,Industrials,-24.91
2022-10-05,-29.36,-15.03,Industrials,-25.02
2022-10-06,-29.31,-15.9,Industrials,-26.34
2022-10-07,-30.56,-18.18,Industrials,-28.14
2022-10-10,-29.46,-18.77,Industrials,-27.69
2022-10-11,-29.64,-19.3,Industrials,-28.76
2022-10-12,-30.24,-19.54,Industrials,-27.95
2022-10-13,-29.2,-17.48,Industrials,-24.44
2022-10-14,-28.81,-19.3,Industrials,-24.84
2022-10-17,-27.26,-17.29,Industrials,-23.68
2022-10-18,-26.6,-16.34,Industrials,-21.4
2022-10-19,-26.05,-16.91,Industrials,-21.58
2022-10-20,-25.66,-17.57,Industrials,-22.2
2022-10-21,-24.5,-15.63,Industrials,-19.06
2022-10-24,-24.12,-14.63,Industrials,-18.46
2022-10-25,-21.69,-13.27,Industrials,-18.86
2022-10-26,-28.48,-13.9,Industrials,-16.14
2022-10-27,-25.33,-14.35,Industrials,-15.54
2022-10-28,-23.17,-12.4,Industrials,-12.97
2022-10-31,-23.87,-12.98,Industrials,-13.54
2022-11-01,-22.84,-13.0,Industrials,-12.78
2022-11-02,-20.77,-15.11,Industrials,-13.66
2022-11-03,-15.95,-15.97,Industrials,-12.6
2022-11-04,-14.27,-14.8,Industrials,-9.69
2022-11-07,-11.75,-14.03,Industrials,-7.11
2022-11-08,-9.28,-13.57,Industrials,-6.51
2022-11-09,-9.74,-15.28,Industrials,-7.45
2022-11-10,-5.1,-10.81,Industrials,-4.97
2022-11-11,-5.15,-9.98,Industrials,-3.94
2022-11-14,-7.21,-10.68,Industrials,-4.47
2022-11-15,-6.26,-9.96,Industrials,-3.02
2022-11-16,-7.67,-10.63,Industrials,-5.51
2022-11-17,-7.62,-10.88,Industrials,-4.96
2022-11-18,-7.03,-10.49,Industrials,-4.86
2022-11-21,-7.54,-10.8,Industrials,-4.41
2022-11-22,-7.73,-9.64,Industrials,-3.07
2022-11-23,-6.67,-9.09,Industrials,-2.54
2022-11-25,-5.09,-9.1,Industrials,-2.28
2022-11-28,-8.04,-10.5,Industrials,-4.8
2022-11-29,-6.32,-10.66,Industrials,-4.63
2022-11-30,-4.56,-7.97,Industrials,-4.36
2022-12-01,-5.94,-7.76,Industrials,-4.87
2022-12-02,-2.53,-7.89,Industrials,-3.47
2022-12-05,-1.46,-9.46,Industrials,-5.39
2022-12-06,-4.83,-10.72,Industrials,-4.77
2022-12-07,-5.81,-10.89,Industrials,-5.05
2022-12-08,-4.5,-10.21,Industrials,-6.41
2022-12-09,-4.27,-10.84,Industrials,-8.57
2022-12-12,-0.86,-9.61,Industrials,-6.82
2022-12-13,-0.48,-8.96,Industrials,-7.17
2022-12-14,0.01,-9.5,Industrials,-8.66
2022-12-15,-1.99,-11.68,Industrials,-11.46
2022-12-16,-1.56,-12.71,Industrials,-12.69
2022-12-19,-1.12,-13.44,Industrials,-12.25
2022-12-20,-0.03,-13.72,Industrials,-9.78
2022-12-21,3.21,-12.46,Industrials,-6.9
2022-12-22,-0.04,-13.66,Industrials,-8.21
2022-12-23,0.3,-13.19,Industrials,-8.19
2022-12-27,0.44,-13.52,Industrials,-7.05
2022-12-28,0.01,-14.56,Industrials,-8.0
2022-12-29,0.23,-13.08,Industrials,-6.06
2022-12-30,0.9,-13.31,Industrials,-6.01
2023-01-03,2.89,-13.32,Industrials,-4.61
2023-01-04,6.75,-12.72,Industrials,0.79
2023-01-05,7.41,-13.65,Industrials,2.33
2023-01-06,11.48,-11.74,Industrials,3.27
2023-01-09,9.2,-11.8,Industrials,4.31
2023-01-10,8.23,-11.18,Industrials,8.04
2023-01-11,8.92,-10.08,Industrials,11.52
2023-01-12,12.17,-9.75,Industrials,13.2
2023-01-13,12.07,-9.41,Industrials,15.12
2023-01-17,10.67,-9.54,Industrials,15.53
2023-01-18,9.64,-10.98,Industrials,13.78
2023-01-19,8.44,-11.6,Industrials,10.33
2023-01-20,8.27,-10.01,Industrials,11.5
2023-01-23,9.93,-8.94,Industrials,14.5
2023-01-24,10.81,-9.04,Industrials,15.63
2023-01-25,11.12,-9.01,Industrials,15.74
2023-01-26,11.14,-8.06,Industrials,16.17
2023-01-27,10.45,-7.8,Industrials,18.72
2023-01-30,9.79,-8.93,Industrials,15.79
2023-01-31,11.39,-7.66,Industrials,15.33
2023-02-01,11.95,-6.52,Industrials,17.36
2023-02-02,9.42,-5.25,Industrials,19.46
2023-02-03,7.86,-6.21,Industrials,16.9
2023-02-06,8.23,-6.73,Industrials,17.4
2023-02-07,12.17,-5.74,Industrials,17.12
2023-02-08,11.54,-6.59,Industrials,16.95
2023-02-09,10.8,-7.25,Industrials,15.58
2023-02-10,11.24,-7.06,Industrials,16.17
2023-02-13,12.61,-6.18,Industrials,17.79
2023-02-14,14.03,-6.21,Industrials,18.75
2023-02-15,13.51,-5.96,Industrials,20.13
2023-02-16,10.86,-6.98,Industrials,19.32
2023-02-17,10.59,-7.17,Industrials,18.19
2023-02-21,7.47,-8.6,Industrials,17.32
2023-02-22,7.6,-8.69,Industrials,18.36
2023-02-23,8.8,-8.34,Industrials,18.08
2023-02-24,3.74,-9.1,Industrials,18.76
2023-02-27,4.91,-8.85,Industrials,19.09
2023-02-28,5.47,-9.16,Industrials,20.04
2023-03-01,6.85,-9.24,Industrials,18.99
2023-03-02,9.61,-8.66,Industrials,20.69
2023-03-03,12.14,-7.41,Industrials,21.4
2023-03-06,10.55,-7.32,Industrials,22.13
2023-03-07,8.51,-8.65,Industrials,21.41
2023-03-08,8.14,-8.52,Industrials,22.04
2023-03-09,5.1,-10.08,Industrials,26.97
2023-03-10,6.03,-11.27,Industrials,26.37
2023-03-13,6.19,-11.41,Industrials,24.18
2023-03-14,8.2,-10.0,Industrials,26.54
2023-03-15,3.52,-10.53,Industrials,25.03
2023-03-16,6.09,-9.06,Industrials,27.4
2023-03-17,4.99,-10.02,Industrials,25.6
2023-03-20,6.91,-9.23,Industrials,25.2
2023-03-21,6.87,-8.08,Industrials,27.62
2023-03-22,2.44,-9.56,Industrials,24.85
2023-03-23,3.34,-9.35,Industrials,26.99
2023-03-24,3.15,-9.13,Industrials,26.75
2023-03-27,4.73,-8.98,Industrials,28.83
2023-03-28,7.01,-9.14,Industrials,28.65
2023-03-29,8.57,-7.87,Industrials,29.63
2023-03-30,10.16,-7.33,Industrials,29.62
2023-03-31,10.88,-6.05,Industrials,31.28
2023-04-03,12.15,-5.56,Industrials,31.98
2023-04-04,11.38,-6.08,Industrials,30.02
2023-04-05,9.38,-6.3,Industrials,29.18
2023-04-06,10.08,-5.95,Industrials,28.5
2023-04-10,9.78,-5.85,Industrials,29.3
2023-04-11,10.57,-5.84,Industrials,28.83
2023-04-12,10.58,-6.21,Industrials,29.03
2023-04-13,11.23,-5.01,Industrials,29.24
2023-04-14,5.1,-5.2,Industrials,30.43
2023-04-17,6.81,-4.88,Industrials,31.83
2023-04-18,8.54,-4.82,Industrials,33.61
2023-04-19,8.71,-4.83,Industrials,34.2
2023-04-20,7.95,-5.36,Industrials,34.96
2023-04-21,6.88,-5.3,Industrials,34.7
2023-04-24,7.2,-5.18,Industrials,35.37
2023-04-25,5.35,-6.43,Industrials,33.58
2023-04-26,5.78,-6.78,Industrials,31.24
2023-04-27,7.34,-5.24,Industrials,33.18
2023-04-28,7.72,-4.56,Industrials,34.13
2023-05-01,6.08,-4.51,Industrials,35.67
2023-05-02,5.77,-5.49,Industrials,35.91
2023-05-03,4.58,-6.08,Industrials,36.09
2023-05-04,2.6,-6.71,Industrials,34.34
2023-05-05,3.26,-5.15,Industrials,35.0
2023-05-08,2.71,-5.11,Industrials,35.48
2023-05-09,5.08,-5.5,Industrials,35.56
2023-05-10,4.55,-5.1,Industrials,34.21
2023-05-11,5.06,-5.23,Industrials,34.19
2023-05-12,4.48,-5.35,Industrials,33.53
2023-05-15,5.54,-5.04,Industrials,36.48
2023-05-16,4.56,-5.65,Industrials,35.92
2023-05-17,7.65,-4.56,Industrials,37.43
2023-05-18,7.84,-3.65,Industrials,37.78
2023-05-19,6.94,-3.8,Industrials,37.94
2023-05-22,7.16,-3.74,Industrials,38.12
2023-05-23,5.45,-4.8,Industrials,36.29
2023-05-24,3.73,-5.51,Industrials,35.82
2023-05-25,4.56,-4.7,Industrials,36.17
2023-05-26,5.98,-3.48,Industrials,36.96
2023-05-30,6.53,-3.45,Industrials,36.74
2023-05-31,7.05,-3.96,Industrials,36.18
2023-06-01,8.04,-2.99,Industrials,37.41
2023-06-02,10.78,-1.6,Industrials,37.91
2023-06-05,8.45,-1.79,Industrials,37.15
2023-06-06,7.68,-1.59,Industrials,38.35
2023-06-07,10.08,-1.91,Industrials,38.89
2023-06-08,13.26,-1.33,Industrials,38.88
2023-06-09,12.85,-1.17,Industrials,39.09
2023-06-12,15.04,-0.27,Industrials,39.03
2023-06-13,14.44,0.38,Industrials,39.58
2023-06-14,12.64,0.45,Industrials,37.35
2023-06-15,13.94,1.72,Industrials,38.13
2023-06-16,14.23,1.35,Industrials,39.09
2023-06-20,10.3,0.89,Industrials,36.61
2023-06-21,10.15,0.35,Industrials,37.74
2023-06-22,6.81,0.71,Industrials,37.48
2023-06-23,6.71,-0.04,Industrials,36.35
2023-06-26,6.8,-0.45,Industrials,37.08
2023-06-27,8.79,0.64,Industrials,37.64
2023-06-28,9.45,0.69,Industrials,40.2
2023-06-29,10.02,0.68,Industrials,41.03
2023-06-30,9.68,1.85,Industrials,43.56
2023-07-03,9.36,2.0,Industrials,40.83
2023-07-05,10.58,1.78,Industrials,41.29
2023-07-06,10.23,0.97,Industrials,39.7
2023-07-07,9.96,0.74,Industrials,40.82
2023-07-10,10.58,1.01,Industrials,43.61
2023-07-11,13.38,1.65,Industrials,44.47
2023-07-12,12.53,2.44,Industrials,44.44
2023-07-13,12.4,3.26,Industrials,44.54
2023-07-14,10.48,3.18,Industrials,43.3
2023-07-17,9.84,3.53,Industrials,44.37
2023-07-18,9.69,4.31,Industrials,44.27
2023-07-19,8.16,4.53,Industrials,42.78
2023-07-20,10.73,3.86,Industrials,44.49
2023-07-21,9.81,3.87,Industrials,43.34
2023-07-24,11.89,4.3,Industrials,43.24
2023-07-25,11.0,4.56,Industrials,52.1
2023-07-26,20.59,4.58,Industrials,48.97
2023-07-27,21.07,3.99,Industrials,49.87
2023-07-28,23.61,4.84,Industrials,48.55
2023-07-31,23.69,5.01,Industrials,48.36
2023-08-01,22.8,4.66,Industrials,46.29
2023-08-02,19.46,3.53,Industrials,44.95
2023-08-03,19.45,3.31,Industrials,45.37
2023-08-04,19.45,2.92,Industrials,46.12
2023-08-07,22.92,3.63,Industrials,47.92
2023-08-08,22.84,3.32,Industrials,46.84
2023-08-09,22.77,2.85,Industrials,45.58
2023-08-10,22.92,2.89,Industrials,46.86
2023-08-11,21.95,2.83,Industrials,47.8
2023-08-14,22.33,3.23,Industrials,48.66
2023-08-15,20.76,2.44,Industrials,47.18
2023-08-16,19.95,1.94,Industrials,46.94
2023-08-17,18.05,1.39,Industrials,44.66
2023-08-18,18.79,1.45,Industrials,45.39
2023-08-21,18.99,1.9,Industrials,45.59
2023-08-22,19.98,1.71,Industrials,45.28
2023-08-23,19.46,2.43,Industrials,46.85
2023-08-24,15.54,1.53,Industrials,44.74
2023-08-25,17.67,1.97,Industrials,45.54
2023-08-28,18.93,2.41,Industrials,47.27
2023-08-29,19.0,3.38,Industrials,48.45
2023-08-30,19.56,3.66,Industrials,47.57
2023-08-31,17.88,3.58,Industrials,47.7
2023-09-01,17.31,3.65,Industrials,46.58
2023-09-05,17.03,3.35,Industrials,45.43
2023-09-06,15.03,2.76,Industrials,45.22
2023-09-07,14.12,2.49,Industrials,44.17
2023-09-08,11.72,2.62,Industrials,44.09
2023-09-11,11.59,3.26,Industrials,47.21
2023-09-12,11.41,2.72,Industrials,48.14
2023-09-13,10.25,2.84,Industrials,46.38
2023-09-14,10.58,3.7,Industrials,48.96
2023-09-15,10.1,2.45,Industrials,48.76
2023-09-18,8.56,2.56,Industrials,50.12
2023-09-19,8.23,2.36,Industrials,49.66
2023-09-20,7.13,1.42,Industrials,47.93
2023-09-21,5.88,-0.2,Industrials,45.56
2023-09-22,4.71,-0.44,Industrials,43.35
2023-09-25,5.27,-0.03,Industrials,43.94
2023-09-26,3.63,-1.48,Industrials,41.65
2023-09-27,3.53,-1.46,Industrials,42.88
2023-09-28,0.91,-1.26,Industrials,44.74
2023-09-29,1.56,-1.49,Industrials,42.45
2023-10-02,-0.44,-1.47,Industrials,39.42
2023-10-03,0.12,-2.77,Industrials,38.12
2023-10-04,-1.01,-2.07,Industrials,39.5
2023-10-05,-1.24,-2.15,Industrials,39.33
2023-10-06,-0.68,-1.01,Industrials,42.82
2023-10-09,-0.1,-0.36,Industrials,41.28
2023-10-10,2.55,0.14,Industrials,42.84
2023-10-11,3.88,0.56,Industrials,45.1
2023-10-12,1.38,-0.03,Industrials,42.65
2023-10-13,-1.98,-0.55,Industrials,40.16
2023-10-16,-1.97,0.47,Industrials,39.86
2023-10-17,-1.61,0.48,Industrials,40.98
2023-10-18,-1.57,-0.85,Industrials,37.85
2023-10-19,-3.09,-1.68,Industrials,37.06
2023-10-20,-4.54,-2.89,Industrials,35.95
2023-10-23,-4.02,-3.06,Industrials,36.73
2023-10-24,-3.32,-2.34,Industrials,45.59
2023-10-25,-5.76,-3.7,Industrials,42.5
2023-10-26,-5.04,-4.87,Industrials,39.43
2023-10-27,-4.73,-5.28,Industrials,36.3
2023-10-30,-3.33,-4.16,Industrials,40.72
2023-10-31,-0.97,-3.59,Industrials,39.21
2023-11-01,0.37,-2.49,Industrials,36.74
2023-11-02,1.73,-0.7,Industrials,37.41
2023-11-03,3.3,0.19,Industrials,38.84
2023-11-06,2.22,0.38,Industrials,42.42
2023-11-07,1.41,0.65,Industrials,42.45
2023-11-08,1.63,0.73,Industrials,45.04
2023-11-09,2.42,-0.01,Industrials,44.08
2023-11-10,4.15,1.52,Industrials,46.83
2023-11-13,8.27,1.42,Industrials,47.15
2023-11-14,9.81,3.34,Industrials,49.34
2023-11-15,10.46,3.57,Industrials,48.13
2023-11-16,9.35,3.71,Industrials,51.48
2023-11-17,10.11,3.86,Industrials,52.73
2023-11-20,15.18,4.63,Industrials,52.91
2023-11-21,15.47,4.36,Industrials,52.68
2023-11-22,16.33,4.81,Industrials,52.31
2023-11-24,16.38,4.87,Industrials,52.78
2023-11-27,16.01,4.69,Industrials,52.78
2023-11-28,17.62,4.79,Industrials,51.57
2023-11-29,18.7,4.72,Industrials,51.59
2023-11-30,22.48,5.12,Industrials,54.76
2023-12-01,23.22,5.62,Industrials,54.48
2023-12-04,23.73,5.11,Industrials,53.46
2023-12-05,23.36,5.08,Industrials,51.95
2023-12-06,24.78,4.72,Industrials,51.46
2023-12-07,25.01,5.4,Industrials,51.08
2023-12-08,28.84,5.77,Industrials,52.37
2023-12-11,30.59,6.12,Industrials,52.01
2023-12-12,30.88,6.6,Industrials,54.47
2023-12-13,32.07,7.92,Industrials,53.1
2023-12-14,34.83,8.21,Industrials,53.3
2023-12-15,39.01,8.06,Industrials,55.58
2023-12-18,37.0,8.62,Industrials,56.07
2023-12-19,38.38,9.16,Industrials,58.86
2023-12-20,36.93,7.51,Industrials,55.75
2023-12-21,37.72,8.36,Industrials,60.1
2023-12-22,37.01,8.57,Industrials,59.76
2023-12-26,38.06,8.94,Industrials,60.71
2023-12-27,37.75,9.1,Industrials,61.59
2023-12-28,36.98,9.11,Industrials,61.74
2023-12-29,37.11,8.87,Industrials,60.9
2024-01-02,32.57,8.16,Industrials,57.8
2024-01-03,28.8,7.53,Industrials,55.49
2024-01-04,29.32,7.23,Industrials,56.23
2024-01-05,31.41,7.36,Industrials,58.26
2024-01-08,21.0,8.85,Industrials,60.74
2024-01-09,19.31,8.62,Industrials,61.27
2024-01-10,20.4,9.22,Industrials,62.25
2024-01-11,17.69,9.19,Industrials,62.38
2024-01-12,15.1,9.23,Industrials,62.34
2024-01-16,6.12,8.92,Industrials,60.41
2024-01-17,7.45,8.42,Industrials,59.25
2024-01-18,11.92,9.22,Industrials,61.03
2024-01-19,13.7,10.34,Industrials,62.36
2024-01-22,13.65,10.55,Industrials,63.87
2024-01-23,11.85,10.83,Industrials,62.51
2024-01-24,13.23,10.91,Industrials,62.49
2024-01-25,6.8,11.43,Industrials,62.49
2024-01-26,8.69,11.37,Industrials,63.83
2024-01-29,8.54,12.06,Industrials,63.73
2024-01-30,6.04,11.99,Industrials,67.0
2024-01-31,11.61,10.45,Industrials,65.26
2024-02-01,10.77,11.46,Industrials,67.48
2024-02-02,10.55,12.41,Industrials,68.76
2024-02-05,9.13,12.07,Industrials,70.08
2024-02-06,10.14,12.35,Industrials,69.94
2024-02-07,11.88,13.07,Industrials,70.98
2024-02-08,10.48,13.13,Industrials,71.6
2024-02-09,10.47,13.64,Industrials,71.86
2024-02-12,10.53,13.6,Industrials,72.87
2024-02-13,7.99,12.17,Industrials,74.69
2024-02-14,7.42,13.12,Industrials,80.04
2024-02-15,8.44,13.8,Industrials,82.16
2024-02-16,7.69,13.28,Industrials,83.06
2024-02-20,7.42,12.73,Industrials,82.45
2024-02-21,6.48,12.83,Industrials,82.96
2024-02-22,6.44,14.94,Industrials,85.9
2024-02-23,6.09,14.99,Industrials,87.78
2024-02-26,5.94,14.61,Industrials,89.42
2024-02-27,6.39,14.81,Industrials,88.53
2024-02-28,9.33,14.65,Industrials,90.37
2024-02-29,7.61,15.05,Industrials,91.82
2024-03-01,5.56,15.81,Industrials,92.17
2024-03-04,5.84,15.68,Industrials,94.79
2024-03-05,6.15,14.57,Industrials,91.29
