Date,rate_AMZN,rate_VOO,Sector,rate_APTV,rate_F,rate_HD,rate_LOW,rate_NIO,rate_NKE,rate_TSLA
2023-05-16,-16.63,-5.65,Consumer Cyclical,-28.18,-36.34,-19.02,-13.01,-60.84,-14.46,-41.1
2023-05-17,-15.1,-4.56,Consumer Cyclical,-25.85,-34.93,-16.17,-9.57,-60.25,-14.09,-38.54
2023-05-18,-13.16,-3.65,Consumer Cyclical,-25.09,-34.14,-15.39,-8.72,-61.28,-12.71,-37.48
2023-05-19,-14.55,-3.8,Consumer Cyclical,-25.45,-34.09,-16.6,-9.97,-60.06,-15.71,-36.35
2023-05-22,-15.45,-3.74,Consumer Cyclical,-25.41,-34.2,-16.66,-11.32,-56.52,-19.05,-33.3
2023-05-23,-15.47,-4.8,Consumer Cyclical,-26.94,-33.63,-15.45,-9.81,-56.72,-20.07,-34.39
2023-05-24,-14.18,-5.51,Consumer Cyclical,-28.5,-35.89,-16.54,-11.11,-60.81,-20.43,-35.39
2023-05-25,-15.46,-4.7,Consumer Cyclical,-29.12,-35.61,-17.77,-12.23,-62.68,-21.02,-34.84
2023-05-26,-11.73,-3.48,Consumer Cyclical,-27.22,-31.6,-16.05,-9.86,-61.89,-21.0,-31.8
2023-05-30,-10.6,-3.45,Consumer Cyclical,-27.93,-28.78,-16.17,-10.22,-63.32,-21.72,-29.02
2023-05-31,-11.39,-3.96,Consumer Cyclical,-30.4,-32.11,-18.7,-12.19,-62.73,-22.65,-28.05
2023-06-01,-9.58,-2.99,Consumer Cyclical,-28.13,-30.83,-16.94,-10.76,-61.38,-23.34,-26.24
2023-06-02,-8.51,-1.6,Consumer Cyclical,-25.41,-29.26,-14.81,-8.23,-61.28,-20.32,-24.0
2023-06-05,-7.75,-1.79,Consumer Cyclical,-26.53,-28.13,-15.62,-9.54,-60.72,-22.21,-22.72
2023-06-06,-6.79,-1.59,Consumer Cyclical,-24.02,-26.2,-14.79,-9.37,-59.65,-21.49,-21.41
2023-06-07,-10.72,-1.91,Consumer Cyclical,-23.51,-22.44,-13.17,-7.62,-60.26,-20.82,-20.26
2023-06-08,-8.52,-1.33,Consumer Cyclical,-22.48,-22.5,-13.34,-7.94,-60.11,-21.48,-16.64
2023-06-09,-9.12,-1.17,Consumer Cyclical,-22.01,-21.59,-14.41,-8.52,-60.42,-21.73,-13.27
2023-06-12,-6.82,-0.27,Consumer Cyclical,-20.21,-21.36,-13.41,-6.68,-57.01,-21.02,-11.36
2023-06-13,-6.76,0.38,Consumer Cyclical,-19.51,-19.37,-13.63,-4.95,-54.51,-21.05,-8.23
2023-06-14,-6.91,0.45,Consumer Cyclical,-19.63,-18.97,-13.74,-6.03,-53.7,-16.58,-8.91
2023-06-15,-6.48,1.72,Consumer Cyclical,-19.41,-17.55,-13.08,-4.27,-49.93,-16.91,-9.22
2023-06-16,-7.49,1.35,Consumer Cyclical,-19.28,-17.72,-13.55,-5.07,-51.91,-16.05,-7.58
2023-06-20,-7.31,0.89,Consumer Cyclical,-20.3,-18.86,-13.25,-5.77,-52.17,-19.02,-2.68
2023-06-21,-7.9,0.35,Consumer Cyclical,-20.61,-20.0,-13.45,-6.3,-53.6,-18.7,-7.96
2023-06-22,-4.59,0.71,Consumer Cyclical,-21.53,-19.03,-13.32,-6.05,-54.36,-18.35,-6.15
2023-06-23,-5.1,-0.04,Consumer Cyclical,-22.49,-20.0,-13.42,-5.88,-56.86,-19.04,-8.97
2023-06-26,-6.35,-0.45,Consumer Cyclical,-22.11,-19.49,-11.4,-4.69,-57.01,-17.41,-14.45
2023-06-27,-5.09,0.64,Consumer Cyclical,-20.0,-18.03,-9.74,-2.62,-52.21,-16.03,-11.22
2023-06-28,-5.19,0.69,Consumer Cyclical,-19.5,-16.19,-11.8,-3.01,-51.29,-16.46,-9.1
2023-06-29,-5.96,0.68,Consumer Cyclical,-19.72,-15.42,-11.42,-2.9,-51.96,-16.21,-8.65
2023-06-30,-4.3,1.85,Consumer Cyclical,-18.77,-14.54,-10.62,-1.83,-50.43,-18.41,-7.15
2023-07-03,-4.3,2.0,Consumer Cyclical,-17.66,-13.72,-10.58,-2.2,-47.7,-18.94,-0.77
2023-07-05,-4.2,1.78,Consumer Cyclical,-17.31,-13.15,-10.39,-1.84,-46.73,-20.41,0.15
2023-07-06,-5.42,0.97,Consumer Cyclical,-16.2,-15.08,-12.5,-3.46,-50.1,-21.88,-1.91
2023-07-07,-4.56,0.74,Consumer Cyclical,-14.1,-15.08,-12.31,-3.25,-47.9,-22.34,-2.65
2023-07-10,-6.15,1.01,Consumer Cyclical,-13.24,-14.61,-10.51,-0.39,-43.86,-21.38,-4.32
2023-07-11,-5.05,1.65,Consumer Cyclical,-11.87,-13.86,-9.62,-0.28,-43.71,-20.19,-4.27
2023-07-12,-3.7,2.44,Consumer Cyclical,-10.27,-13.91,-8.6,0.67,-41.91,-19.92,-3.62
2023-07-13,-1.36,3.26,Consumer Cyclical,-10.29,-14.05,-9.37,-0.24,-43.97,-19.86,-1.86
2023-07-14,-1.11,3.18,Consumer Cyclical,-11.37,-15.03,-8.87,-0.53,-45.1,-19.78,-0.83
2023-07-17,-1.85,3.53,Consumer Cyclical,-12.78,-19.17,-8.99,-0.8,-45.0,-19.22,1.84
2023-07-18,-2.37,4.31,Consumer Cyclical,-12.97,-18.75,-8.79,-0.14,-45.62,-18.48,2.79
2023-07-19,-0.59,4.53,Consumer Cyclical,-12.0,-19.12,-8.04,0.2,-44.65,-18.36,2.12
2023-07-20,-4.38,3.86,Consumer Cyclical,-13.19,-19.48,-8.15,0.23,-46.06,-20.09,-7.04
2023-07-21,-4.35,3.87,Consumer Cyclical,-12.77,-20.0,-7.77,1.18,-44.91,-18.96,-7.97
2023-07-24,-5.19,4.3,Consumer Cyclical,-12.64,-19.84,-6.5,1.26,-39.84,-19.18,-5.05
2023-07-25,-4.95,4.56,Consumer Cyclical,-12.34,-21.92,-6.49,1.24,-39.1,-19.52,-6.32
2023-07-26,-5.65,4.58,Consumer Cyclical,-12.03,-21.43,-5.24,1.29,-33.93,-18.79,-6.64
2023-07-27,-5.58,3.99,Consumer Cyclical,-12.76,-21.1,-5.21,1.61,-33.64,-19.99,-9.54
2023-07-28,-2.75,4.84,Consumer Cyclical,-12.81,-23.67,-4.74,1.68,-27.48,-19.29,-5.93
2023-07-31,-1.69,5.01,Consumer Cyclical,-12.6,-23.94,-4.05,1.36,-25.18,-17.98,-5.6
2023-08-01,-3.07,4.66,Consumer Cyclical,-12.35,-22.31,-4.46,0.57,-27.89,-18.34,-7.64
2023-08-02,-5.54,3.53,Consumer Cyclical,-14.3,-24.4,-5.45,-0.58,-28.18,-19.71,-9.98
2023-08-03,-5.04,3.31,Consumer Cyclical,-12.3,-24.07,-5.07,-1.68,-23.91,-18.89,-8.23
2023-08-04,2.52,2.92,Consumer Cyclical,-13.99,-25.22,-6.02,-3.12,-27.46,-18.76,-10.07
2023-08-07,4.4,3.63,Consumer Cyclical,-13.77,-24.95,-5.26,-3.05,-26.98,-17.56,-10.88
2023-08-08,3.17,3.32,Consumer Cyclical,-14.23,-25.21,-5.55,-3.81,-29.72,-17.99,-11.34
2023-08-09,2.03,2.85,Consumer Cyclical,-15.34,-25.85,-5.47,-4.21,-31.95,-17.99,-13.29
2023-08-10,2.42,2.89,Consumer Cyclical,-15.97,-28.28,-5.21,-3.83,-32.72,-18.36,-12.47
2023-08-11,2.34,2.83,Consumer Cyclical,-18.45,-28.37,-4.85,-2.93,-34.0,-18.87,-13.17
2023-08-14,3.51,3.23,Consumer Cyclical,-18.04,-28.11,-5.1,-2.23,-35.39,-19.12,-13.92
2023-08-15,2.05,2.44,Consumer Cyclical,-19.22,-28.99,-4.67,-2.83,-37.81,-19.68,-15.58
2023-08-16,0.74,1.94,Consumer Cyclical,-20.14,-29.68,-4.5,-3.33,-39.31,-19.69,-17.38
2023-08-17,0.2,1.39,Consumer Cyclical,-19.9,-29.6,-5.62,-4.5,-38.96,-20.45,-18.94
2023-08-18,-0.18,1.45,Consumer Cyclical,-20.0,-29.07,-5.6,-4.15,-41.86,-20.57,-19.85
2023-08-21,0.55,1.9,Consumer Cyclical,-19.62,-29.03,-6.24,-4.67,-40.88,-21.57,-15.99
2023-08-22,0.33,1.71,Consumer Cyclical,-19.86,-29.43,-6.16,-2.29,-41.45,-22.28,-15.53
2023-08-23,0.97,2.43,Consumer Cyclical,-18.78,-29.07,-5.85,-1.86,-41.27,-23.66,-14.64
2023-08-24,-0.87,1.53,Consumer Cyclical,-19.73,-29.91,-6.52,-3.1,-41.99,-24.23,-16.29
2023-08-25,-0.16,1.97,Consumer Cyclical,-19.04,-29.27,-6.47,-3.07,-41.31,-23.62,-14.22
2023-08-28,-0.22,2.41,Consumer Cyclical,-18.34,-29.31,-5.89,-3.17,-40.63,-23.21,-14.17
2023-08-29,0.66,3.38,Consumer Cyclical,-17.27,-28.72,-5.22,-2.1,-41.1,-22.12,-9.8
2023-08-30,0.74,3.66,Consumer Cyclical,-16.82,-28.8,-4.98,-0.97,-41.88,-21.95,-9.87
2023-08-31,2.21,3.58,Consumer Cyclical,-16.93,-28.4,-5.05,-0.92,-43.32,-22.15,-9.59
2023-09-01,2.22,3.65,Consumer Cyclical,-14.96,-27.81,-4.43,-0.33,-39.9,-21.39,-12.45
2023-09-05,1.81,3.35,Consumer Cyclical,-15.67,-28.0,-5.42,-0.92,-40.57,-22.41,-9.77
2023-09-06,0.63,2.76,Consumer Cyclical,-16.22,-28.1,-5.84,-1.21,-41.61,-22.5,-11.1
2023-09-07,2.32,2.49,Consumer Cyclical,-17.47,-28.7,-5.21,0.35,-44.11,-24.08,-11.24
2023-09-08,2.59,2.62,Consumer Cyclical,-17.62,-26.76,-5.13,-0.6,-44.32,-24.28,-12.24
2023-09-11,6.04,3.26,Consumer Cyclical,-18.18,-27.21,-5.22,-0.34,-42.79,-24.93,-3.84
2023-09-12,4.68,2.72,Consumer Cyclical,-15.86,-25.88,-5.81,-0.96,-41.5,-25.3,-5.93
2023-09-13,7.3,2.84,Consumer Cyclical,-16.96,-24.77,-5.92,-1.64,-44.2,-25.43,-4.62
2023-09-14,7.21,3.7,Consumer Cyclical,-16.16,-24.88,-4.87,-0.78,-42.52,-24.62,-2.99
2023-09-15,4.08,2.45,Consumer Cyclical,-16.03,-24.94,-7.17,-5.32,-42.25,-25.33,-3.56
2023-09-18,3.78,2.56,Consumer Cyclical,-16.88,-26.52,-8.33,-6.28,-42.9,-25.89,-6.68
2023-09-19,2.06,2.36,Consumer Cyclical,-15.93,-25.22,-9.08,-6.38,-52.53,-26.57,-6.26
2023-09-20,0.35,1.42,Consumer Cyclical,-16.51,-26.4,-10.13,-7.47,-51.05,-27.02,-7.61
2023-09-21,-4.01,-0.2,Consumer Cyclical,-19.71,-27.34,-11.29,-9.3,-53.08,-28.89,-9.99
2023-09-22,-4.16,-0.44,Consumer Cyclical,-19.68,-25.99,-11.58,-9.35,-52.64,-29.46,-13.73
2023-09-25,-2.59,-0.03,Consumer Cyclical,-18.75,-25.1,-11.37,-8.5,-53.62,-29.65,-13.0
2023-09-26,-6.48,-1.48,Consumer Cyclical,-20.89,-25.99,-12.49,-10.18,-53.29,-29.98,-14.0
2023-09-27,-6.48,-1.46,Consumer Cyclical,-21.37,-26.23,-12.7,-10.86,-53.02,-30.55,-15.26
2023-09-28,-6.48,-1.26,Consumer Cyclical,-18.7,-25.22,-12.22,-10.51,-50.54,-30.39,-13.21
2023-09-29,-5.64,-1.49,Consumer Cyclical,-19.15,-26.05,-12.6,-10.48,-49.82,-25.78,-11.87
2023-10-02,-3.84,-1.47,Consumer Cyclical,-19.85,-26.19,-13.01,-11.16,-50.21,-26.09,-11.18
2023-10-03,-7.31,-2.77,Consumer Cyclical,-22.02,-27.6,-15.25,-13.52,-51.21,-25.68,-12.93
2023-10-04,-5.65,-2.07,Consumer Cyclical,-20.49,-28.08,-15.12,-13.76,-49.99,-25.07,-7.87
2023-10-05,-6.41,-2.15,Consumer Cyclical,-22.44,-28.61,-15.32,-13.67,-50.93,-25.15,-8.25
2023-10-06,-4.94,-1.01,Consumer Cyclical,-20.08,-28.02,-15.0,-13.78,-50.6,-24.13,-8.08
2023-10-09,-4.72,-0.36,Consumer Cyclical,-20.18,-27.6,-14.28,-13.27,-52.7,-24.31,-8.38
2023-10-10,-3.82,0.14,Consumer Cyclical,-19.14,-26.83,-13.17,-12.42,-49.96,-23.74,-7.0
2023-10-11,-2.09,0.56,Consumer Cyclical,-18.49,-26.53,-13.51,-12.19,-49.18,-22.94,-7.22
2023-10-12,-1.72,-0.03,Consumer Cyclical,-20.05,-28.02,-14.95,-14.91,-52.14,-22.48,-8.66
2023-10-13,-3.6,-0.55,Consumer Cyclical,-21.72,-29.15,-15.26,-15.4,-51.98,-21.97,-11.36
2023-10-16,-1.56,0.47,Consumer Cyclical,-20.36,-28.44,-13.71,-14.33,-51.7,-20.33,-10.39
2023-10-17,-2.36,0.48,Consumer Cyclical,-20.4,-27.78,-14.11,-14.38,-51.64,-19.58,-10.06
2023-10-18,-4.83,-0.85,Consumer Cyclical,-24.14,-29.51,-15.75,-16.39,-55.13,-18.99,-14.31
2023-10-19,-4.63,-1.68,Consumer Cyclical,-25.58,-30.82,-16.74,-17.67,-56.37,-19.54,-22.18
2023-10-20,-7.02,-2.89,Consumer Cyclical,-24.14,-30.17,-16.84,-17.65,-56.99,-19.84,-25.01
2023-10-23,-5.99,-3.06,Consumer Cyclical,-26.07,-31.12,-17.23,-18.56,-56.93,-19.73,-24.98
2023-10-24,-4.51,-2.34,Consumer Cyclical,-25.13,-31.66,-17.73,-19.48,-54.11,-18.17,-23.42
2023-10-25,-9.81,-3.7,Consumer Cyclical,-26.3,-30.76,-18.41,-19.54,-56.88,-19.25,-24.86
2023-10-26,-11.16,-4.87,Consumer Cyclical,-26.28,-31.9,-19.25,-20.12,-56.71,-21.57,-27.2
2023-10-27,-5.12,-5.28,Consumer Cyclical,-29.06,-40.22,-19.7,-20.6,-57.78,-22.92,-26.66
2023-10-30,-1.44,-4.16,Consumer Cyclical,-28.74,-41.36,-18.26,-18.84,-57.33,-20.4,-30.15
2023-10-31,-1.16,-3.59,Consumer Cyclical,-28.08,-41.48,-17.34,-17.62,-58.57,-19.7,-28.92
2023-11-01,1.7,-2.49,Consumer Cyclical,-28.45,-39.75,-16.46,-16.99,-56.64,-20.66,-26.72
2023-11-02,2.47,-0.7,Consumer Cyclical,-35.6,-38.4,-14.24,-15.71,-54.75,-17.7,-22.29
2023-11-03,2.86,0.19,Consumer Cyclical,-35.36,-35.93,-13.94,-15.45,-52.3,-16.3,-21.79
2023-11-06,3.69,0.38,Consumer Cyclical,-37.82,-37.4,-14.23,-15.75,-53.75,-16.16,-22.03
2023-11-07,5.86,0.65,Consumer Cyclical,-36.78,-38.24,-14.17,-15.6,-54.2,-14.6,-21.01
2023-11-08,5.4,0.73,Consumer Cyclical,-38.22,-38.96,-13.84,-15.56,-54.03,-14.57,-21.04
2023-11-09,4.32,-0.01,Consumer Cyclical,-39.16,-41.05,-16.15,-17.34,-56.59,-16.35,-25.27
2023-11-10,6.49,1.52,Consumer Cyclical,-36.6,-40.09,-15.08,-15.6,-57.89,-17.01,-23.64
2023-11-13,5.77,1.42,Consumer Cyclical,-37.01,-40.33,-16.09,-15.92,-58.01,-18.43,-20.48
2023-11-14,8.13,3.34,Consumer Cyclical,-33.72,-36.84,-11.6,-12.33,-55.94,-17.25,-15.65
2023-11-15,6.22,3.57,Consumer Cyclical,-32.99,-36.41,-10.28,-11.21,-53.87,-15.67,-13.74
2023-11-16,5.95,3.71,Consumer Cyclical,-33.94,-38.28,-10.79,-12.31,-56.97,-15.83,-17.0
2023-11-17,7.68,3.86,Consumer Cyclical,-32.26,-37.62,-10.55,-11.7,-57.03,-17.09,-16.75
2023-11-20,8.38,4.63,Consumer Cyclical,-32.02,-37.2,-10.28,-11.39,-54.67,-16.81,-16.29
2023-11-21,6.98,4.36,Consumer Cyclical,-32.55,-38.1,-11.11,-14.13,-56.35,-16.64,-14.32
2023-11-22,8.74,4.81,Consumer Cyclical,-31.88,-37.68,-9.99,-13.95,-56.58,-15.58,-16.78
2023-11-24,8.76,4.87,Consumer Cyclical,-30.66,-36.83,-9.56,-13.7,-56.98,-15.79,-16.34
2023-11-27,9.38,4.69,Consumer Cyclical,-31.73,-37.2,-9.5,-13.37,-58.2,-15.55,-16.12
2023-11-28,8.9,4.79,Consumer Cyclical,-31.62,-37.02,-8.8,-13.27,-58.08,-14.93,-12.38
2023-11-29,8.42,4.72,Consumer Cyclical,-31.35,-35.68,-9.47,-13.33,-58.26,-13.67,-13.29
2023-11-30,8.26,5.12,Consumer Cyclical,-30.88,-37.68,-8.75,-13.8,-57.73,-13.75,-14.71
2023-12-01,8.74,5.62,Consumer Cyclical,-29.35,-35.08,-6.86,-11.4,-57.35,-11.05,-14.87
2023-12-04,7.27,5.11,Consumer Cyclical,-30.32,-34.37,-5.61,-9.87,-56.38,-9.77,-16.0
2023-12-05,8.71,5.08,Consumer Cyclical,-31.95,-34.97,-5.76,-10.56,-55.74,-9.57,-14.9
2023-12-06,7.05,4.72,Consumer Cyclical,-31.93,-34.43,-5.01,-9.37,-53.88,-9.03,-14.67
2023-12-07,8.71,5.4,Consumer Cyclical,-31.95,-33.64,-4.99,-9.54,-55.39,-10.04,-13.52
2023-12-08,9.09,5.77,Consumer Cyclical,-32.8,-32.49,-4.91,-9.75,-56.03,-9.19,-13.1
2023-12-11,8.01,6.12,Consumer Cyclical,-32.15,-32.13,-3.52,-10.38,-54.28,-7.1,-14.54
2023-12-12,9.16,6.6,Consumer Cyclical,-32.29,-31.58,-2.98,-9.37,-56.7,-6.3,-15.5
2023-12-13,10.13,7.92,Consumer Cyclical,-31.34,-31.1,-0.04,-6.47,-55.76,-5.11,-14.7
2023-12-14,9.11,8.21,Consumer Cyclical,-25.28,-25.99,2.38,-2.14,-53.22,-5.23,-10.55
2023-12-15,10.95,8.06,Consumer Cyclical,-26.66,-26.35,3.01,-2.12,-52.52,-4.82,-9.69
2023-12-18,13.9,8.62,Consumer Cyclical,-26.57,-26.9,2.09,-2.78,-50.34,-5.14,-10.19
2023-12-19,13.69,9.16,Consumer Cyclical,-25.28,-26.35,2.4,-2.19,-47.56,-4.14,-8.38
2023-12-20,12.48,7.51,Consumer Cyclical,-27.12,-27.69,1.56,-3.66,-52.88,-4.94,-11.93
2023-12-21,13.73,8.36,Consumer Cyclical,-25.09,-24.4,1.64,-3.0,-50.7,-4.21,-9.33
2023-12-22,13.42,8.57,Consumer Cyclical,-25.13,-24.34,1.55,-3.23,-49.93,-13.81,-10.03
2023-12-26,13.42,8.94,Consumer Cyclical,-24.78,-23.73,1.72,-3.31,-44.54,-13.82,-8.59
2023-12-27,13.37,9.1,Consumer Cyclical,-24.62,-24.09,1.53,-3.28,-45.9,-14.41,-6.89
2023-12-28,13.39,9.11,Consumer Cyclical,-23.92,-24.4,1.25,-3.28,-43.95,-13.29,-9.8
2023-12-29,12.34,8.87,Consumer Cyclical,-24.55,-25.31,1.05,-3.43,-46.08,-13.46,-11.46
2024-01-02,10.68,8.16,Consumer Cyclical,-23.73,-25.03,0.68,-5.01,-49.02,-14.52,-11.27
2024-01-03,9.62,7.53,Consumer Cyclical,-27.76,-27.36,-0.89,-7.72,-48.54,-16.35,-14.77
2024-01-04,6.78,7.23,Consumer Cyclical,-28.46,-27.53,-0.81,-8.17,-49.92,-17.67,-14.95
2024-01-05,7.27,7.36,Consumer Cyclical,-28.55,-26.52,0.39,-7.62,-51.19,-17.85,-15.11
2024-01-08,10.1,8.85,Consumer Cyclical,-27.65,-25.79,1.6,-5.62,-51.97,-16.63,-14.06
2024-01-09,11.77,8.62,Consumer Cyclical,-29.59,-26.59,1.2,-5.68,-54.21,-17.33,-16.0
2024-01-10,13.5,9.22,Consumer Cyclical,-29.04,-26.65,3.62,-4.3,-55.12,-16.51,-16.36
2024-01-11,14.57,9.19,Consumer Cyclical,-28.46,-27.39,3.56,-4.32,-55.18,-14.81,-18.74
2024-01-12,14.16,9.23,Consumer Cyclical,-30.76,-28.92,3.37,-4.86,-56.57,-15.48,-21.68
2024-01-16,13.09,8.92,Consumer Cyclical,-30.84,-28.92,3.99,-4.21,-60.32,-18.14,-21.32
2024-01-17,12.02,8.42,Consumer Cyclical,-32.46,-30.09,3.37,-5.23,-61.83,-18.86,-22.86
2024-01-18,13.34,9.22,Consumer Cyclical,-32.34,-31.81,3.87,-5.15,-61.95,-18.76,-24.16
2024-01-19,14.69,10.34,Consumer Cyclical,-32.35,-30.52,4.9,-4.39,-63.28,-18.09,-24.05
2024-01-22,14.28,10.55,Consumer Cyclical,-31.5,-30.52,3.6,-4.45,-63.76,-19.06,-25.25
2024-01-23,15.19,10.83,Consumer Cyclical,-30.11,-29.47,2.07,-6.77,-62.37,-17.99,-25.13
2024-01-24,15.81,10.91,Consumer Cyclical,-28.89,-31.57,1.16,-8.46,-63.22,-18.9,-25.59
2024-01-25,16.46,11.43,Consumer Cyclical,-27.67,-29.65,2.11,-7.8,-63.4,-18.9,-34.49
2024-01-26,17.46,11.37,Consumer Cyclical,-26.38,-29.35,3.24,-7.85,-62.79,-17.32,-34.27
2024-01-29,19.04,12.06,Consumer Cyclical,-25.19,-28.36,3.34,-7.91,-62.79,-16.41,-31.56
2024-01-30,17.38,11.99,Consumer Cyclical,-25.8,-26.94,3.72,-6.75,-64.91,-16.17,-31.32
2024-01-31,14.58,10.45,Consumer Cyclical,-30.39,-27.31,2.59,-7.48,-65.94,-18.3,-32.85
2024-02-01,17.27,11.46,Consumer Cyclical,-28.03,-24.51,4.45,-4.22,-64.23,-17.79,-31.72
2024-02-02,26.31,12.41,Consumer Cyclical,-28.03,-24.27,3.69,-4.53,-65.24,-18.61,-32.05
2024-02-05,25.23,12.07,Consumer Cyclical,-29.09,-27.61,3.13,-5.16,-66.19,-19.42,-34.44
2024-02-06,24.39,12.35,Consumer Cyclical,-27.43,-24.65,3.44,-5.11,-62.22,-17.09,-33.01
2024-02-07,25.39,13.07,Consumer Cyclical,-29.27,-20.16,5.23,-3.58,-63.26,-16.15,-32.14
2024-02-08,24.89,13.13,Consumer Cyclical,-29.89,-19.97,5.51,-4.14,-63.5,-16.17,-31.44
2024-02-09,28.24,13.64,Consumer Cyclical,-29.27,-20.9,5.36,-3.34,-62.83,-15.59,-30.02
2024-02-12,26.7,13.6,Consumer Cyclical,-27.78,-19.05,5.99,-0.09,-61.91,-13.45,-31.94
2024-02-13,24.01,12.17,Consumer Cyclical,-31.79,-20.91,3.77,-1.99,-64.26,-15.2,-33.41
2024-02-14,25.71,13.12,Consumer Cyclical,-31.74,-21.65,3.96,-1.35,-62.41,-14.13,-31.73
2024-02-15,24.85,13.8,Consumer Cyclical,-31.51,-21.9,4.76,-0.75,-61.85,-14.36,-27.55
2024-02-16,24.64,13.28,Consumer Cyclical,-31.9,-23.26,5.12,-1.38,-61.54,-16.39,-27.73
2024-02-20,22.87,12.73,Consumer Cyclical,-32.92,-23.57,5.18,-1.96,-62.65,-16.56,-29.94
2024-02-21,23.97,12.83,Consumer Cyclical,-33.03,-24.25,5.62,-0.98,-62.59,-14.98,-29.58
2024-02-22,28.33,14.94,Consumer Cyclical,-32.89,-24.38,7.66,0.19,-63.33,-15.13,-28.63
2024-02-23,28.63,14.99,Consumer Cyclical,-33.38,-24.25,7.83,1.07,-66.12,-14.69,-30.57
2024-02-26,28.44,14.61,Consumer Cyclical,-33.13,-25.43,7.73,0.54,-64.57,-15.57,-27.93
2024-02-27,27.57,14.81,Consumer Cyclical,-32.01,-25.12,8.86,2.29,-63.76,-15.08,-27.81
2024-02-28,27.3,14.65,Consumer Cyclical,-32.06,-23.26,9.44,3.76,-65.94,-15.72,-26.98
2024-02-29,29.93,15.05,Consumer Cyclical,-31.44,-22.38,10.3,4.56,-63.95,-16.06,-27.04
2024-03-01,30.45,15.81,Consumer Cyclical,-31.26,-21.93,11.19,6.18,-62.64,-17.39,-26.29
2024-03-04,29.99,15.68,Consumer Cyclical,-31.73,-20.16,10.05,5.09,-65.4,-19.24,-31.4
2024-03-05,27.48,14.57,Consumer Cyclical,-30.93,-21.15,9.5,4.54,-64.45,-20.22,-34.04
2024-03-06,27.04,15.15,Consumer Cyclical,-32.04,-22.39,9.22,4.67,-62.62,-20.76,-35.54
2024-03-07,29.44,16.24,Consumer Cyclical,-31.49,-22.2,8.96,4.92,-62.62,-20.32,-34.79
2024-03-08,28.38,15.57,Consumer Cyclical,-31.99,-23.62,8.05,5.02,-62.43,-19.54,-35.97
2024-03-11,25.92,15.48,Consumer Cyclical,-31.71,-24.06,7.53,4.6,-60.54,-18.01,-35.1
2024-03-12,28.41,16.5,Consumer Cyclical,-31.54,-24.06,8.4,5.44,-59.97,-18.73,-35.19
2024-03-13,29.26,16.35,Consumer Cyclical,-30.67,-22.44,9.67,6.95,-61.69,-17.79,-38.08
2024-03-14,30.86,16.14,Consumer Cyclical,-33.71,-24.24,8.61,5.94,-63.86,-18.67,-40.59
2024-03-15,27.71,15.48,Consumer Cyclical,-32.81,-24.37,8.02,5.97,-63.86,-19.17,-40.2
2024-03-18,27.75,16.07,Consumer Cyclical,-32.32,-23.62,7.64,5.52,-64.12,-19.89,-36.53
2024-03-19,28.79,16.58,Consumer Cyclical,-32.22,-22.87,9.79,7.07,-66.37,-18.91,-37.43
2024-03-20,30.43,17.38,Consumer Cyclical,-31.28,-19.12,11.23,8.42,-66.95,-18.66,-35.86
2024-03-21,30.43,17.69,Consumer Cyclical,-29.94,-19.0,14.32,11.51,-67.59,-18.21,-36.88
2024-03-22,30.95,17.27,Consumer Cyclical,-31.53,-19.06,12.91,10.66,-68.3,-23.82,-37.6
2024-03-25,31.57,17.03,Consumer Cyclical,-31.21,-19.12,10.97,9.12,-68.17,-23.91,-36.95
2024-03-26,30.54,16.78,Consumer Cyclical,-33.38,-22.0,9.94,8.26,-69.01,-24.85,-35.13
2024-03-27,31.65,17.57,Consumer Cyclical,-31.6,-18.12,11.65,8.9,-69.72,-23.6,-34.35
2024-03-28,32.05,17.56,Consumer Cyclical,-30.73,-16.75,10.99,9.36,-70.82,-23.72,-35.81
2024-04-01,31.92,17.14,Consumer Cyclical,-30.93,-16.4,6.42,7.42,-68.71,-24.44,-35.4
2024-04-02,31.72,16.47,Consumer Cyclical,-32.34,-16.46,4.99,5.59,-69.36,-25.73,-38.51
2024-04-03,32.96,16.56,Consumer Cyclical,-31.98,-14.16,4.11,4.17,-69.69,-26.23,-37.87
2024-04-04,31.23,15.31,Consumer Cyclical,-33.97,-16.89,3.48,3.15,-69.62,-27.25,-36.88
2024-04-05,34.86,16.37,Consumer Cyclical,-34.43,-16.46,3.54,3.64,-70.34,-27.43,-39.13
2024-04-08,34.95,16.41,Consumer Cyclical,-33.28,-15.65,4.72,4.88,-70.47,-26.5,-36.21
2024-04-09,35.19,16.55,Consumer Cyclical,-30.79,-14.96,4.54,5.61,-68.21,-25.69,-34.79
2024-04-10,35.33,15.5,Consumer Cyclical,-34.25,-17.51,1.44,2.69,-69.01,-27.31,-36.65
2024-04-11,36.89,16.27,Consumer Cyclical,-33.54,-17.62,0.52,2.0,-69.87,-24.88,-35.62
2024-04-12,35.42,14.8,Consumer Cyclical,-34.91,-19.91,-0.77,0.63,-72.2,-24.88,-36.91
2024-04-15,34.16,13.46,Consumer Cyclical,-35.94,-21.93,-2.18,-0.19,-73.66,-23.99,-40.39
2024-04-16,33.98,13.26,Consumer Cyclical,-36.87,-22.75,-3.07,-0.89,-74.2,-23.75,-42.0
2024-04-17,32.72,12.6,Consumer Cyclical,-39.13,-23.04,-3.64,-0.67,-73.53,-22.58,-42.6
