Date,rate_AMZN,rate_VOO,Sector,rate_APTV,rate_F,rate_HD,rate_LOW,rate_NIO,rate_NKE,rate_TSLA
2024-04-18,31.45,12.36,Consumer Cyclical,-39.16,-22.92,-3.62,-0.7,-72.93,-21.85,-44.63
2024-04-19,28.62,11.45,Consumer Cyclical,-38.89,-22.45,-2.91,-0.1,-74.27,-22.83,-45.68
2024-04-22,30.22,12.38,Consumer Cyclical,-38.48,-18.12,-2.7,0.31,-72.93,-23.11,-47.51
2024-04-23,31.78,13.77,Consumer Cyclical,-38.35,-17.76,-1.87,1.3,-72.86,-23.24,-46.55
2024-04-24,29.79,13.69,Consumer Cyclical,-37.34,-17.7,-3.59,-0.08,-71.92,-22.74,-40.16
2024-04-25,27.82,13.23,Consumer Cyclical,-38.45,-17.15,-3.88,-0.22,-72.05,-23.31,-37.21
2024-04-26,31.84,14.34,Consumer Cyclical,-37.51,-18.67,-2.99,-0.26,-69.62,-23.16,-37.9
2024-04-29,32.74,14.73,Consumer Cyclical,-36.46,-18.92,-2.5,0.19,-68.88,-23.21,-28.46
2024-04-30,28.55,12.94,Consumer Cyclical,-37.69,-22.66,-3.24,-1.07,-68.07,-24.68,-32.41
2024-05-01,30.83,12.36,Consumer Cyclical,-38.13,-21.97,-3.82,-1.25,-63.27,-25.79,-33.04
2024-05-02,34.79,13.38,Consumer Cyclical,-31.21,-20.19,-2.82,-0.38,-61.15,-24.14,-33.04
2024-05-03,35.82,14.75,Consumer Cyclical,-28.61,-20.56,-0.76,0.69,-61.28,-24.35,-32.61
2024-05-06,37.54,15.88,Consumer Cyclical,-25.53,-20.13,-0.92,0.51,-60.48,-23.38,-31.32
2024-05-07,37.58,16.04,Consumer Cyclical,-26.75,-22.19,-1.37,0.41,-61.7,-23.04,-33.86
2024-05-08,37.04,16.05,Consumer Cyclical,-26.58,-22.32,-1.9,0.67,-63.67,-23.19,-34.99
2024-05-09,38.11,16.7,Consumer Cyclical,-26.15,-22.44,0.54,2.39,-62.93,-23.35,-35.99
2024-05-10,36.67,16.85,Consumer Cyclical,-26.94,-23.32,0.26,1.92,-64.69,-25.33,-37.26
2024-05-13,36.03,16.85,Consumer Cyclical,-26.98,-21.19,-1.29,1.05,-62.38,-23.89,-36.02
2024-05-14,36.39,17.4,Consumer Cyclical,-26.89,-20.5,-1.42,0.45,-59.77,-23.84,-33.94
2024-05-15,35.61,18.81,Consumer Cyclical,-27.86,-21.32,0.91,2.38,-62.93,-24.75,-35.25
2024-05-16,33.92,18.58,Consumer Cyclical,-27.37,-20.88,-0.79,0.74,-63.41,-24.67,-34.93
2024-05-17,34.69,18.76,Consumer Cyclical,-27.53,-21.51,-0.36,0.25,-63.28,-24.33,-33.97
2024-05-20,33.85,18.87,Consumer Cyclical,-27.68,-22.33,-2.19,-0.58,-63.69,-24.67,-34.89
2024-05-21,33.57,19.19,Consumer Cyclical,-27.4,-22.33,-2.67,-2.43,-63.48,-23.81,-30.6
2024-05-22,33.56,18.84,Consumer Cyclical,-27.85,-23.09,-4.26,-4.03,-63.55,-24.07,-32.99
2024-05-23,32.05,17.97,Consumer Cyclical,-28.92,-22.58,-5.31,-5.6,-66.59,-24.97,-35.34
2024-05-24,31.84,18.76,Consumer Cyclical,-27.22,-22.27,-5.82,-6.58,-66.38,-24.68,-33.31
2024-05-28,32.85,18.86,Consumer Cyclical,-26.79,-25.32,-4.79,-6.51,-65.9,-24.48,-34.23
2024-05-29,32.75,18.03,Consumer Cyclical,-27.99,-26.08,-5.59,-6.98,-65.69,-24.75,-34.44
2024-05-30,30.8,17.25,Consumer Cyclical,-27.66,-24.75,-4.66,-6.47,-62.45,-23.3,-33.48
2024-05-31,28.72,18.26,Consumer Cyclical,-26.69,-22.46,-3.03,-3.96,-62.51,-21.99,-33.74
2024-06-03,29.59,18.08,Consumer Cyclical,-25.23,-21.71,-4.91,-5.82,-61.81,-22.15,-33.83
2024-06-04,30.31,18.22,Consumer Cyclical,-25.83,-22.72,-4.84,-5.91,-62.72,-21.87,-34.38
2024-06-05,31.7,19.6,Consumer Cyclical,-27.36,-22.47,-4.27,-4.65,-62.3,-22.21,-34.3
2024-06-06,34.37,19.58,Consumer Cyclical,-27.56,-22.47,-4.03,-5.09,-64.81,-21.08,-33.22
2024-06-07,33.87,19.43,Consumer Cyclical,-27.48,-21.96,-5.19,-5.85,-65.37,-20.4,-33.39
2024-06-10,35.85,19.81,Consumer Cyclical,-28.71,-20.5,-3.61,-5.24,-66.13,-20.85,-34.74
2024-06-11,35.97,20.08,Consumer Cyclical,-31.4,-22.23,-2.7,-5.13,-67.97,-20.95,-35.9
2024-06-12,35.72,21.06,Consumer Cyclical,-32.2,-22.42,-0.28,-2.27,-68.04,-22.74,-33.45
2024-06-13,33.52,21.28,Consumer Cyclical,-32.81,-23.31,0.79,-1.48,-68.33,-22.33,-31.54
2024-06-14,33.39,21.38,Consumer Cyclical,-36.16,-24.78,0.49,-2.99,-68.89,-22.98,-33.19
2024-06-17,33.68,22.32,Consumer Cyclical,-35.64,-23.88,1.26,-1.52,-68.19,-21.66,-29.7
2024-06-18,32.78,22.64,Consumer Cyclical,-35.92,-24.33,2.51,-1.09,-68.19,-21.84,-30.66
2024-06-20,35.16,22.31,Consumer Cyclical,-33.69,-23.31,2.39,-1.19,-68.9,-21.2,-31.88
2024-06-21,35.96,22.2,Consumer Cyclical,-33.24,-24.2,3.06,-0.19,-69.28,-20.7,-31.57
