Date,rate_086520,rate_VOO,Sector
2022-08-09,14.28,-9.31,기타 금융업
2022-08-10,13.94,-9.37,기타 금융업
2022-08-11,13.9,-9.62,기타 금융업
2022-08-12,11.84,-8.33,기타 금융업
2022-08-16,13.6,-8.33,기타 금융업
2022-08-17,13.44,-7.26,기타 금융업
2022-08-18,14.7,-6.98,기타 금융업
2022-08-19,12.64,-6.87,기타 금융업
2022-08-22,11.68,-7.3,기타 금융업
2022-08-23,9.98,-7.11,기타 금융업
2022-08-24,10.92,-7.96,기타 금융업
2022-08-25,11.8,-9.24,기타 금융업
2022-08-26,9.16,-9.38,기타 금융업
2022-08-29,7.69,-9.2,기타 금융업
2022-08-30,9.06,-8.33,기타 금융업
2022-08-31,13.23,-10.4,기타 금융업
2022-09-01,11.18,-10.79,기타 금융업
2022-09-02,10.54,-11.42,기타 금융업
2022-09-05,9.33,-11.87,기타 금융업
2022-09-06,9.91,-11.4,기타 금융업
2022-09-07,18.4,-11.98,기타 금융업
2022-09-08,21.91,-12.17,기타 금융업
2022-09-13,22.56,-10.9,기타 금융업
2022-09-14,29.83,-10.38,기타 금융업
2022-09-15,38.9,-9.13,기타 금융업
2022-09-16,35.22,-8.23,기타 금융업
2022-09-19,27.3,-12.01,기타 금융업
2022-09-20,26.14,-11.7,기타 금융업
2022-09-21,28.95,-12.63,기타 금융업
2022-09-22,35.44,-13.28,기타 금융업
2022-09-23,29.72,-12.65,기타 금융업
2022-09-26,22.17,-13.61,기타 금융업
2022-09-27,24.78,-15.08,기타 금융업
2022-09-28,15.97,-15.78,기타 금융업
2022-09-29,11.32,-17.14,기타 금융업
2022-09-30,12.19,-17.92,기타 금융업
2022-10-04,13.4,-18.14,기타 금융업
2022-10-05,9.87,-16.92,기타 금융업
2022-10-06,17.83,-18.62,기타 금융업
2022-10-07,16.19,-19.84,기타 금융업
2022-10-11,13.78,-17.32,기타 금융업
2022-10-12,18.22,-14.89,기타 금융업
2022-10-13,19.37,-15.03,기타 금융업
2022-10-14,27.47,-15.9,기타 금융업
2022-10-17,39.61,-18.18,기타 금융업
2022-10-18,40.38,-18.77,기타 금융업
2022-10-19,44.04,-19.3,기타 금융업
2022-10-20,41.54,-19.54,기타 금융업
2022-10-21,42.02,-17.48,기타 금융업
2022-10-24,43.27,-19.3,기타 금융업
2022-10-25,38.16,-17.29,기타 금융업
2022-10-26,36.82,-16.34,기타 금융업
2022-10-27,38.16,-16.91,기타 금융업
2022-10-28,35.85,-17.57,기타 금융업
2022-10-31,37.2,-15.63,기타 금융업
2022-11-01,35.45,-14.63,기타 금융업
2022-11-02,29.34,-13.27,기타 금융업
2022-11-03,33.57,-13.9,기타 금융업
2022-11-04,31.4,-14.35,기타 금융업
2022-11-07,32.44,-12.4,기타 금융업
2022-11-08,29.12,-12.98,기타 금융업
2022-11-09,28.73,-13.0,기타 금융업
2022-11-10,24.75,-15.11,기타 금융업
2022-11-11,28.07,-15.97,기타 금융업
2022-11-14,29.78,-14.8,기타 금융업
2022-11-15,27.68,-14.03,기타 금융업
2022-11-16,24.82,-13.57,기타 금융업
2022-11-17,21.86,-15.28,기타 금융업
2022-11-18,20.23,-10.81,기타 금융업
2022-11-21,18.8,-9.98,기타 금융업
2022-11-22,15.17,-10.68,기타 금융업
2022-11-23,22.92,-9.96,기타 금융업
2022-11-24,25.98,-10.63,기타 금융업
2022-11-25,25.12,-10.88,기타 금융업
2022-11-28,25.12,-10.49,기타 금융업
2022-11-29,30.0,-10.8,기타 금융업
2022-11-30,34.5,-9.64,기타 금융업
2022-12-01,35.08,-9.09,기타 금융업
2022-12-02,28.07,-9.1,기타 금융업
2022-12-05,22.65,-10.5,기타 금융업
2022-12-06,18.88,-10.66,기타 금융업
2022-12-07,17.94,-7.97,기타 금융업
2022-12-08,15.96,-7.76,기타 금융업
2022-12-09,9.35,-7.89,기타 금융업
2022-12-12,8.5,-9.46,기타 금융업
2022-12-13,8.22,-10.72,기타 금융업
2022-12-14,14.39,-10.89,기타 금융업
2022-12-15,14.01,-10.21,기타 금융업
2022-12-16,10.4,-10.84,기타 금융업
2022-12-19,9.74,-9.61,기타 금융업
2022-12-20,10.5,-8.96,기타 금융업
2022-12-21,12.22,-9.5,기타 금융업
2022-12-22,12.6,-11.68,기타 금융업
2022-12-23,7.17,-12.71,기타 금융업
2022-12-26,9.45,-13.44,기타 금융업
2022-12-27,10.31,-13.72,기타 금융업
2022-12-28,4.22,-12.46,기타 금융업
2022-12-29,1.66,-13.66,기타 금융업
2023-01-02,8.34,-13.19,기타 금융업
2023-01-03,12.23,-13.52,기타 금융업
2023-01-04,12.23,-14.56,기타 금융업
2023-01-05,8.64,-13.08,기타 금융업
2023-01-06,7.96,-13.31,기타 금융업
2023-01-09,8.93,-13.32,기타 금융업
2023-01-10,7.46,-12.72,기타 금융업
2023-01-11,14.69,-13.65,기타 금융업
2023-01-12,14.2,-11.74,기타 금융업
2023-01-13,13.22,-11.8,기타 금융업
2023-01-16,14.69,-11.18,기타 금융업
2023-01-17,13.02,-10.08,기타 금융업
2023-01-18,13.02,-9.75,기타 금융업
2023-01-19,9.5,-9.41,기타 금융업
2023-01-20,11.16,-9.54,기타 금융업
2023-01-25,15.57,-10.98,기타 금융업
2023-01-26,22.62,-11.6,기타 금융업
2023-01-27,22.62,-10.01,기타 금융업
2023-01-30,24.57,-8.94,기타 금융업
2023-01-31,20.85,-9.04,기타 금융업
2023-02-01,25.74,-9.01,기타 금융업
2023-02-02,28.23,-8.06,기타 금융업
2023-02-03,34.56,-7.8,기타 금융업
2023-02-06,42.81,-8.93,기타 금융업
2023-02-07,61.7,-7.66,기타 금융업
2023-02-08,68.31,-6.52,기타 금융업
2023-02-09,85.86,-5.25,기타 금융업
2023-02-10,82.89,-6.21,기타 금융업
2023-02-13,91.32,-6.73,기타 금융업
2023-02-14,91.71,-5.74,기타 금융업
2023-02-15,107.34,-6.59,기타 금융업
2023-02-16,131.79,-7.25,기타 금융업
2023-02-17,114.05,-7.06,기타 금융업
2023-02-20,128.91,-6.18,기타 금융업
2023-02-21,141.01,-6.21,기타 금융업
2023-02-22,130.36,-5.96,기타 금융업
2023-02-23,135.2,-6.98,기타 금융업
2023-02-24,134.72,-7.17,기타 금융업
2023-02-27,171.5,-8.6,기타 금융업
2023-02-28,176.82,-8.69,기타 금융업
2023-03-02,162.95,-8.34,기타 금융업
2023-03-03,186.14,-9.1,기타 금융업
2023-03-06,195.6,-8.85,기타 금융업
2023-03-07,184.01,-9.16,기타 금융업
2023-03-08,211.83,-9.24,기타 금융업
2023-03-09,207.2,-8.66,기타 금융업
2023-03-10,194.94,-7.41,기타 금융업
2023-03-13,230.05,-7.32,기타 금융업
2023-03-14,234.46,-8.65,기타 금융업
2023-03-15,270.16,-8.52,기타 금융업
2023-03-16,265.53,-10.08,기타 금융업
2023-03-17,247.67,-11.27,기타 금융업
2023-03-20,248.49,-11.41,기타 금융업
2023-03-21,256.23,-10.0,기타 금융업
2023-03-22,271.27,-10.53,기타 금융업
2023-03-23,272.18,-9.06,기타 금융업
2023-03-24,272.41,-10.02,기타 금융업
2023-03-27,268.53,-9.23,기타 금융업
2023-03-28,266.41,-8.08,기타 금융업
2023-03-29,291.51,-9.56,기타 금융업
2023-03-30,291.51,-9.35,기타 금융업
2023-03-31,291.51,-9.13,기타 금융업
2023-04-03,285.55,-8.98,기타 금융업
2023-04-04,276.29,-9.14,기타 금융업
2023-04-05,291.4,-7.87,기타 금융업
2023-04-06,294.05,-7.33,기타 금융업
2023-04-07,315.58,-6.05,기타 금융업
2023-04-10,369.6,-5.56,기타 금융업
2023-04-11,387.35,-6.08,기타 금융업
2023-04-12,338.62,-6.3,기타 금융업
2023-04-13,326.16,-5.95,기타 금융업
2023-04-14,326.91,-5.85,기타 금융업
2023-04-17,328.05,-5.84,기타 금융업
2023-04-18,339.22,-6.21,기타 금융업
2023-04-19,327.76,-5.01,기타 금융업
2023-04-20,325.75,-5.2,기타 금융업
2023-04-21,315.72,-4.88,기타 금융업
2023-04-24,322.6,-4.82,기타 금융업
2023-04-25,322.23,-4.83,기타 금융업
2023-04-26,322.97,-5.36,기타 금융업
2023-04-27,363.34,-5.3,기타 금융업
2023-04-28,371.04,-5.18,기타 금융업
2023-05-02,364.23,-6.43,기타 금융업
2023-05-03,339.06,-6.78,기타 금융업
2023-05-04,344.83,-5.24,기타 금융업
2023-05-08,325.89,-4.56,기타 금융업
2023-05-09,319.52,-4.51,기타 금융업
2023-05-10,305.49,-5.49,기타 금융업
2023-05-11,288.48,-6.08,기타 금융업
2023-05-12,285.93,-6.71,기타 금융업
2023-05-15,276.15,-5.15,기타 금융업
2023-05-16,289.03,-5.11,기타 금융업
2023-05-17,296.33,-5.5,기타 금융업
2023-05-18,295.05,-5.1,기타 금융업
2023-05-19,280.88,-5.23,기타 금융업
2023-05-22,295.9,-5.35,기타 금융업
2023-05-23,297.19,-5.04,기타 금융업
2023-05-24,295.9,-5.65,기타 금융업
2023-05-25,287.32,-4.56,기타 금융업
2023-05-26,285.17,-3.65,기타 금융업
2023-05-30,286.89,-3.8,기타 금융업
2023-05-31,294.19,-3.74,기타 금융업
2023-06-01,287.64,-4.8,기타 금융업
2023-06-02,289.75,-5.51,기타 금융업
2023-06-05,289.33,-4.7,기타 금융업
2023-06-07,330.09,-3.48,기타 금융업
2023-06-08,328.39,-3.45,기타 금융업
2023-06-09,333.49,-3.96,기타 금융업
2023-06-12,342.83,-2.99,기타 금융업
2023-06-13,367.15,-1.6,기타 금융업
2023-06-14,332.16,-1.79,기타 금융업
2023-06-15,350.51,-1.59,기타 금융업
2023-06-16,363.31,-1.91,기타 금융업
2023-06-19,376.96,-1.33,기타 금융업
2023-06-20,373.98,-1.17,기타 금융업
2023-06-21,372.7,-0.27,기타 금융업
2023-06-22,372.7,0.38,기타 금융업
2023-06-23,370.99,0.45,기타 금융업
2023-06-26,372.27,1.72,기타 금융업
2023-06-27,362.46,1.35,기타 금융업
2023-06-28,346.24,0.89,기타 금융업
2023-06-29,352.22,0.35,기타 금융업
2023-06-30,369.28,0.71,기타 금융업
2023-07-03,426.12,-0.04,기타 금융업
2023-07-04,419.68,-0.45,기타 금융업
2023-07-05,436.36,0.64,기타 금융업
2023-07-06,435.77,0.69,기타 금융업
2023-07-07,447.19,0.68,기타 금융업
2023-07-10,442.8,1.85,기타 금융업
2023-07-11,447.34,2.0,기타 금융업
2023-07-12,424.21,1.78,기타 금융업
2023-07-13,439.08,0.97,기타 금융업
2023-07-14,452.3,0.74,기타 금융업
2023-07-17,456.84,1.01,기타 금융업
2023-07-18,505.99,1.65,기타 금융업
2023-07-19,505.57,2.44,기타 금융업
2023-07-20,491.53,3.26,기타 금융업
2023-07-21,516.31,3.18,기타 금융업
2023-07-24,523.74,3.53,기타 금융업
2023-07-25,578.26,4.31,기타 금융업
2023-07-26,551.42,4.53,기타 금융업
2023-07-27,451.06,3.86,기타 금융업
2023-07-28,500.2,3.87,기타 금융업
2023-07-31,542.74,4.3,기타 금융업
2023-08-01,532.23,4.56,기타 금융업
2023-08-02,501.33,4.58,기타 금융업
2023-08-03,531.89,3.99,기타 금융업
2023-08-04,520.56,4.84,기타 금융업
2023-08-07,483.48,5.01,기타 금융업
2023-08-08,486.69,4.66,기타 금융업
2023-08-09,493.98,3.53,기타 금융업
2023-08-10,499.67,3.31,기타 금융업
2023-08-11,495.44,2.92,기타 금융업
2023-08-14,489.02,3.63,기타 금융업
2023-08-16,474.68,3.32,기타 금융업
2023-08-17,484.0,2.85,기타 금융업
2023-08-18,480.11,2.89,기타 금융업
2023-08-21,490.25,2.83,기타 금융업
2023-08-22,503.94,3.23,기타 금융업
2023-08-23,497.58,2.44,기타 금융업
2023-08-24,500.6,1.94,기타 금융업
2023-08-25,500.44,1.39,기타 금융업
2023-08-28,500.28,1.45,기타 금융업
2023-08-29,495.87,1.9,기타 금융업
2023-08-30,499.37,1.71,기타 금융업
2023-08-31,500.54,2.43,기타 금융업
2023-09-01,480.8,1.53,기타 금융업
2023-09-04,472.15,1.97,기타 금융업
2023-09-05,466.27,2.41,기타 금융업
2023-09-06,461.27,3.38,기타 금융업
2023-09-07,453.43,3.66,기타 금융업
2023-09-08,456.11,3.58,기타 금융업
2023-09-11,448.8,3.65,기타 금융업
2023-09-12,438.41,3.35,기타 금융업
2023-09-13,431.98,2.76,기타 금융업
2023-09-14,433.02,2.49,기타 금융업
2023-09-15,430.11,2.62,기타 금융업
2023-09-18,431.98,3.26,기타 금융업
2023-09-19,429.97,2.72,기타 금융업
2023-09-20,444.04,2.84,기타 금융업
2023-09-21,448.06,3.7,기타 금융업
2023-09-22,444.93,2.45,기타 금융업
2023-09-25,427.73,2.56,기타 금융업
2023-09-26,429.58,2.36,기타 금융업
2023-09-27,432.59,1.42,기타 금융업
2023-10-04,406.81,-0.2,기타 금융업
2023-10-05,407.04,-0.44,기타 금융업
2023-10-06,410.35,-0.03,기타 금융업
2023-10-10,397.72,-1.48,기타 금융업
2023-10-11,411.31,-1.46,기타 금융업
2023-10-12,418.45,-1.26,기타 금융업
2023-10-13,408.92,-1.49,기타 금융업
2023-10-16,409.4,-1.47,기타 금융업
2023-10-17,408.21,-2.77,기타 금융업
2023-10-18,406.3,-2.07,기타 금융업
2023-10-19,400.58,-2.15,기타 금융업
2023-10-20,389.38,-1.01,기타 금융업
2023-10-23,384.38,-0.36,기타 금융업
2023-10-24,389.62,0.14,기타 금융업
2023-10-25,374.85,0.56,기타 금융업
2023-10-26,358.41,-0.03,기타 금융업
2023-10-27,361.74,-0.55,기타 금융업
2023-10-30,368.18,0.47,기타 금융업
2023-10-31,358.17,0.48,기타 금융업
2023-11-01,346.04,-0.85,기타 금융업
2023-11-02,358.19,-1.68,기타 금융업
2023-11-03,355.39,-2.89,기타 금융업
2023-11-06,400.04,-3.06,기타 금융업
2023-11-07,407.34,-2.34,기타 금융업
2023-11-08,378.59,-3.7,기타 금융업
2023-11-09,376.71,-4.87,기타 금융업
2023-11-10,366.34,-5.28,기타 금융업
2023-11-13,367.05,-4.16,기타 금융업
2023-11-14,376.71,-3.59,기타 금융업
2023-11-15,379.3,-2.49,기타 금융업
2023-11-16,372.47,-0.7,기타 금융업
2023-11-17,364.92,0.19,기타 금융업
2023-11-20,376.47,0.38,기타 금융업
2023-11-21,375.76,0.65,기타 금융업
2023-11-22,369.87,0.73,기타 금융업
2023-11-23,370.58,-0.01,기타 금융업
2023-11-24,368.69,1.52,기타 금융업
2023-11-27,367.99,1.42,기타 금융업
2023-11-28,372.47,3.34,기타 금융업
2023-11-29,379.3,3.57,기타 금융업
2023-11-30,381.19,3.71,기타 금융업
2023-12-01,368.57,3.86,기타 금융업
2023-12-04,355.39,4.63,기타 금융업
2023-12-05,353.29,4.36,기타 금융업
2023-12-06,349.33,4.81,기타 금융업
2023-12-07,347.23,4.87,기타 금융업
2023-12-08,355.39,4.69,기타 금융업
2023-12-11,354.92,4.79,기타 금융업
2023-12-12,353.75,4.72,기타 금융업
2023-12-13,346.46,5.12,기타 금융업
2023-12-14,342.0,5.62,기타 금융업
2023-12-15,349.99,5.11,기타 금융업
2023-12-18,362.44,5.08,기타 금융업
2023-12-19,370.9,4.72,기타 금융업
2023-12-20,369.49,5.4,기타 금융업
2023-12-21,361.27,5.77,기타 금융업
2023-12-22,355.63,6.12,기타 금융업
2023-12-26,349.52,6.6,기타 금융업
2023-12-27,349.75,7.92,기타 금융업
2023-12-28,350.69,8.21,기타 금융업
2024-01-02,342.24,8.06,기타 금융업
2024-01-03,338.06,8.62,기타 금융업
2024-01-04,341.34,9.16,기타 금융업
2024-01-05,346.49,7.51,기타 금융업
2024-01-08,342.51,8.36,기타 금융업
2024-01-09,341.34,8.57,기타 금융업
2024-01-10,338.06,8.94,기타 금융업
2024-01-11,344.85,9.1,기타 금융업
2024-01-12,340.87,9.11,기타 금융업
2024-01-15,338.76,8.87,기타 금융업
2024-01-16,337.12,8.16,기타 금융업
2024-01-17,332.2,7.53,기타 금융업
2024-01-18,329.85,7.23,기타 금융업
2024-01-19,323.06,7.36,기타 금융업
2024-01-22,313.45,8.85,기타 금융업
2024-01-23,311.81,8.62,기타 금융업
2024-01-24,311.34,9.22,기타 금융업
2024-01-25,307.7,9.19,기타 금융업
2024-01-26,318.37,9.23,기타 금융업
2024-01-29,314.85,8.92,기타 금융업
2024-01-30,312.74,8.42,기타 금융업
2024-01-31,310.4,9.22,기타 금융업
2024-02-01,312.22,10.34,기타 금융업
2024-02-02,315.68,10.55,기타 금융업
2024-02-05,313.6,10.83,기타 금융업
2024-02-06,306.41,10.91,기타 금융업
2024-02-07,322.65,11.43,기타 금융업
2024-02-08,338.66,11.37,기타 금융업
2024-02-13,335.64,12.06,기타 금융업
2024-02-14,332.63,11.99,기타 금융업
2024-02-15,335.64,10.45,기타 금융업
2024-02-16,336.8,11.46,기타 금융업
2024-02-19,328.68,12.41,기타 금융업
2024-02-20,327.52,12.07,기타 금융업
2024-02-21,327.52,12.35,기타 금융업
2024-02-22,326.59,13.07,기타 금융업
2024-02-23,325.9,13.13,기타 금융업
2024-02-26,325.2,13.64,기타 금융업
2024-02-27,322.65,13.6,기타 금융업
2024-02-28,324.74,12.17,기타 금융업
2024-02-29,331.7,13.12,기타 금융업
2024-03-04,329.3,13.8,기타 금융업
2024-03-05,322.87,13.28,기타 금융업
2024-03-06,321.26,12.73,기타 금융업
2024-03-07,321.72,12.83,기타 금융업
2024-03-08,319.65,14.94,기타 금융업
